CODGEO,Commune,nombre_habitants,latitude,longitude,somme_faits
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97101,Les Abymes,59000,16.2715,-61.5054,3368
97102,Anse-Bertrand,4541,16.4667,-61.5167,105
97102,Anse-Bertrand,4541,16.4667,-61.5167,105
97102,Anse-Bertrand,4541,16.4667,-61.5167,105
97102,Anse-Bertrand,4541,16.4667,-61.5167,105
97102,Anse-Bertrand,4541,16.4667,-61.5167,105
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97103,Baie-Mahault,30400,16.2667,-61.5833,1592
97104,Baillif,5035,16.01667,-61.75,189
97104,Baillif,5035,16.01667,-61.75,189
97104,Baillif,5035,16.01667,-61.75,189
97104,Baillif,5035,16.01667,-61.75,189
97104,Baillif,5035,16.01667,-61.75,189
97104,Baillif,5035,16.01667,-61.75,189
97104,Baillif,5035,16.01667,-61.75,189
97104,Baillif,5035,16.01667,-61.75,189
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97105,Basse-Terre,10700,15.9985,-61.7243,919
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97106,Bouillante,7600,16.1167,-61.7667,274
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,635
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,635
