CODGEO,Commune,nombre_habitants,latitude,longitude,somme_faits
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97101,Les Abymes,59000,16.2715,-61.5054,3314
97102,Anse-Bertrand,4541,16.4667,-61.5167,121
97102,Anse-Bertrand,4541,16.4667,-61.5167,121
97102,Anse-Bertrand,4541,16.4667,-61.5167,121
97102,Anse-Bertrand,4541,16.4667,-61.5167,121
97102,Anse-Bertrand,4541,16.4667,-61.5167,121
97102,Anse-Bertrand,4541,16.4667,-61.5167,121
97102,Anse-Bertrand,4541,16.4667,-61.5167,121
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97103,Baie-Mahault,30400,16.2667,-61.5833,1760
97104,Baillif,5035,16.01667,-61.75,159
97104,Baillif,5035,16.01667,-61.75,159
97104,Baillif,5035,16.01667,-61.75,159
97104,Baillif,5035,16.01667,-61.75,159
97104,Baillif,5035,16.01667,-61.75,159
97104,Baillif,5035,16.01667,-61.75,159
97104,Baillif,5035,16.01667,-61.75,159
97104,Baillif,5035,16.01667,-61.75,159
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97105,Basse-Terre,10700,15.9985,-61.7243,890
97106,Bouillante,7600,16.1167,-61.7667,241
97106,Bouillante,7600,16.1167,-61.7667,241
97106,Bouillante,7600,16.1167,-61.7667,241
97106,Bouillante,7600,16.1167,-61.7667,241
97106,Bouillante,7600,16.1167,-61.7667,241
97106,Bouillante,7600,16.1167,-61.7667,241
97106,Bouillante,7600,16.1167,-61.7667,241
97106,Bouillante,7600,16.1167,-61.7667,241
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97107,Capesterre-Belle-Eau,19000,16.0494,-61.5671,841
97108,Capesterre-de-Marie-Galante,3246,15.9001,-61.2555,63
97108,Capesterre-de-Marie-Galante,3246,15.9001,-61.2555,63
97108,Capesterre-de-Marie-Galante,3246,15.9001,-61.2555,63
97108,Capesterre-de-Marie-Galante,3246,15.9001,-61.2555,63
97108,Capesterre-de-Marie-Galante,3246,15.9001,-61.2555,63
97108,Capesterre-de-Marie-Galante,3246,15.9001,-61.2555,63
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97109,Gourbeyre,7771,15.9929,-61.7062,221
97110,La Désirade,1474,16.3111,-61.0761,49
97110,La Désirade,1474,16.3111,-61.0761,49
97110,La Désirade,1474,16.3111,-61.0761,49
97110,La Désirade,1474,16.3111,-61.0761,49
97110,La Désirade,1474,16.3111,-61.0761,49
97111,Deshaies,4752,16.3082,-61.7917,132
97111,Deshaies,4752,16.3082,-61.7917,132
97111,Deshaies,4752,16.3082,-61.7917,132
97111,Deshaies,4752,16.3082,-61.7917,132
97111,Deshaies,4752,16.3082,-61.7917,132
97111,Deshaies,4752,16.3082,-61.7917,132
97111,Deshaies,4752,16.3082,-61.7917,132
97111,Deshaies,4752,16.3082,-61.7917,132
97112,Grand-Bourg,5522,15.8833,-61.3167,187
97112,Grand-Bourg,5522,15.8833,-61.3167,187
97112,Grand-Bourg,5522,15.8833,-61.3167,187
97112,Grand-Bourg,5522,15.8833,-61.3167,187
97112,Grand-Bourg,5522,15.8833,-61.3167,187
97112,Grand-Bourg,5522,15.8833,-61.3167,187
97112,Grand-Bourg,5522,15.8833,-61.3167,187
