CODGEO,Commune,nombre_habitants,latitude,longitude,somme_faits
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97101,Les Abymes,59000,16.2715,-61.5054,3473
97102,Anse-Bertrand,4541,16.4667,-61.5167,123
97102,Anse-Bertrand,4541,16.4667,-61.5167,123
97102,Anse-Bertrand,4541,16.4667,-61.5167,123
97102,Anse-Bertrand,4541,16.4667,-61.5167,123
97102,Anse-Bertrand,4541,16.4667,-61.5167,123
97102,Anse-Bertrand,4541,16.4667,-61.5167,123
97102,Anse-Bertrand,4541,16.4667,-61.5167,123
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97103,Baie-Mahault,30400,16.2667,-61.5833,1810
97104,Baillif,5035,16.01667,-61.75,229
97104,Baillif,5035,16.01667,-61.75,229
97104,Baillif,5035,16.01667,-61.75,229
97104,Baillif,5035,16.01667,-61.75,229
97104,Baillif,5035,16.01667,-61.75,229
97104,Baillif,5035,16.01667,-61.75,229
97104,Baillif,5035,16.01667,-61.75,229
